path	sentence
common_voice_ha_26807308.mp3	Idan motata ta sami matsala zan je a bus.
common_voice_ha_26807311.mp3	Mataki na gaba shi ne shiga makarantar koyon fasaha.
common_voice_ha_26807312.mp3	Sun baiwa Anderson ƙaramin saƙo.
common_voice_ha_26807315.mp3	Duk waƙar da aka yi da Faransanci na jefa ni cikin jaraba.
common_voice_ha_26807354.mp3	Wannan abin al'ajabi ne! Link ɗin yana aiki!
common_voice_ha_26807355.mp3	Idan ya yi karatu da kyau zai iya cinye jarabawar.
common_voice_ha_26807356.mp3	Sally ta kira Mr Tailor.
common_voice_ha_26807357.mp3	Za a iya gwada maganin jiyyan kwayan cutar mutane masu tsananin ciwo.
common_voice_ha_26807358.mp3	Na ɗauki shekara ɗaya ina aiki da Mr Spencer a New York.
common_voice_ha_26807374.mp3	Ba ki san ya kamata na yi hakan ba ko?
common_voice_ha_26807375.mp3	Zo, mu je tattaki.
common_voice_ha_26807377.mp3	Roy na cikin farin ciki yayinda buduwarsa ta kira shi.
common_voice_ha_26807378.mp3	Kamar ba ka girgiza ba.
common_voice_ha_26807380.mp3	Zan gyara wannan.
common_voice_ha_26807428.mp3	Ba mu da wani dalilin kunya.
common_voice_ha_26807430.mp3	Yanzu fa Babangida ba yaro ba ne.
common_voice_ha_26807433.mp3	Har yanzu ina yin haka duk lokacin da zan iya.
common_voice_ha_26807436.mp3	Ina ganin, kana da gaskiya.
common_voice_ha_26807440.mp3	Ina yin tattaki kowace rana.
common_voice_ha_26807484.mp3	Jami ya kasa tsayawa.
common_voice_ha_26807485.mp3	Ka yi don ni ɗana, kar ka yi jinkiri, ko kuma ƙara ambatar Ibrahim.
common_voice_ha_26807486.mp3	Wannan teburi ne.
common_voice_ha_26807487.mp3	Idan ka sanya abin rufe fuska, tabbatar da amfani dashi daidai.
common_voice_ha_26807488.mp3	Hassan ya faɗa min cewar yana tsammanin Hadiza na da himma.
common_voice_ha_26807528.mp3	Tsabtacewar hannu bayan kowane tari ko atishawa ana ƙarfafa shi.
common_voice_ha_26807529.mp3	Manyan alamomin cutar sun haɗa da zazzaɓi da tari tare da takaita shakar iska.
common_voice_ha_26807530.mp3	Tijjani ya ɓace cikin wata siririyar iska.
common_voice_ha_26807531.mp3	Nawa za mu kashe idan za mu ci abinci a irin wajen nan?
common_voice_ha_26807532.mp3	Ya kamata ka yi hakan ko wane lokaci?
common_voice_ha_26807565.mp3	yana tsakiyar kirji
common_voice_ha_26807568.mp3	Na yi kewar ku sosai.
common_voice_ha_26807569.mp3	Wannan shagon na sayar da kwamfuta a farashi mai sauƙi.
common_voice_ha_26807570.mp3	A yanzu haka dai na dawo daga fos ofis.
common_voice_ha_26807571.mp3	Sabon tsarin zai jawo kuɗi da yawa.
common_voice_ha_26807621.mp3	Goerge ya yi kamar yadda mu ma muka yi.
common_voice_ha_26807622.mp3	Layin an sa sunan Shugaba Madison.
common_voice_ha_26807623.mp3	Ya kamata ki gabatar da shirinki na farko.
common_voice_ha_26807624.mp3	Duwatsu masu daraja na kama da zinari.
common_voice_ha_26807626.mp3	Mai Martaba Sarki ya yi addu'ar rokon mamatan.
common_voice_ha_26807682.mp3	Na sha kofi.
common_voice_ha_26807684.mp3	Tana son taimakawa abokanta.
common_voice_ha_26807686.mp3	Marco bai da ikon canza wani abu daga rubutun da wani ya rubuta.
common_voice_ha_26807688.mp3	Tijjani yana kallon fim a kan hanyar ta biyu ta talabijin na Jamus.
common_voice_ha_26807689.mp3	amman idan ka na da tarin
common_voice_ha_26807728.mp3	Mustapha ya lura da kyakkyawan zoben baikon Amsa.
common_voice_ha_26807731.mp3	Jauro da Matt masu gadin kamfani mai zaman kansa ne.
common_voice_ha_26807733.mp3	Zan je na yi masa wanka.
common_voice_ha_26807735.mp3	Wanne ya fi muni, kashe mutum ɗaya ko barin mutane biyar su mutu?
common_voice_ha_26807737.mp3	Aliko ba shine na farkon wanda ya ce bai kamata mu yi hakan ba.
common_voice_ha_26807779.mp3	Menene kake tsoro?
common_voice_ha_26807782.mp3	Nuna mana hotunan.
common_voice_ha_26807787.mp3	Yanzu na huce nan wajen.
common_voice_ha_26807788.mp3	Wannan hanyar, don Allah, malama.
common_voice_ha_26807816.mp3	Kamar hange na bai kai yadda na saba yi ba.
common_voice_ha_26807817.mp3	Ko ka san dalilin da ya sa Yusuf bai son yin haka?
common_voice_ha_26807819.mp3	Bitrus jira miniti daya.
common_voice_ha_26807821.mp3	Tabbas hakan ya faru ne lokacin da nake Boston.
common_voice_ha_26807866.mp3	Ni kaɗai ne ban faɗa taron ba.
common_voice_ha_26807867.mp3	Alƙalin yaƙi bada belina ba tare da wani dalili ba.
common_voice_ha_26807868.mp3	kuna da hawan jini?
common_voice_ha_26807870.mp3	Mulkin Sarkin da Sarauniya sun sake haɗe karfinsu.
common_voice_ha_26807871.mp3	Tsufanta kamar ita ta yankewa duniya cibiya.
common_voice_ha_26807910.mp3	Idan na kara shiga yawon shakatawa na Ski zai zama na biyar kenan.
common_voice_ha_26807912.mp3	Jalal bai da sa'ar soyayya.
common_voice_ha_26807913.mp3	Zainab za ta yi mamaki idan ta ga Jami yana yin haka.
common_voice_ha_26807914.mp3	Yanzu bana son Boston kamar da.
common_voice_ha_26807916.mp3	kuma alamomin cutar ku ba su barin ku cikin kwanaki biyar
common_voice_ha_26807959.mp3	Za mu tafi Austaralia a watan Oktoba.
common_voice_ha_26807960.mp3	Carol da Jane sun manta a ofis.
common_voice_ha_26807961.mp3	Mulkin Bush da Al-Qaída duk abu ɗaya ne?
common_voice_ha_26807962.mp3	Suna cewa Ina da hanya ta tattaunawa.
common_voice_ha_26807963.mp3	Dariya yana taimakawa sauƙaƙa zafin.
common_voice_ha_26808010.mp3	Muna aiki kan batun nan.
common_voice_ha_26808011.mp3	Yana fatan yin murabus bisa dalilan cewa lafiyarsa ta gaza.
common_voice_ha_26808012.mp3	Kana kewar matar ka?
common_voice_ha_26808013.mp3	Kada ka yi magana mara kyau akan mutane idan basa nan.
common_voice_ha_26808014.mp3	Kamar dai ƙwayar cutar ta sami masauki, amma har yanzu ina yaƙarta.
common_voice_ha_26808050.mp3	Bitrus na kan hanyar zuwa Boston.
common_voice_ha_26808054.mp3	Ni ma irin haka zan yi.
common_voice_ha_26808057.mp3	Kar ka yi zagi ko kuma na wanke bakinka da sabulu.
common_voice_ha_26808061.mp3	Bitrus ba zai iya motsa fiano da kansa ba.
common_voice_ha_26808105.mp3	Yaya abin yake a Boston?
common_voice_ha_26808107.mp3	Na dakatar da bidiyon.
common_voice_ha_26808109.mp3	Idan kina so za ki iya zama tare da mu.
common_voice_ha_26808111.mp3	Dole ne kasar mu ta ɗauki mataki game da sauyin yanayi.
common_voice_ha_26808113.mp3	Talabijan na lalata rayuwar iyali.
common_voice_ha_26808363.mp3	Ishaku ba zai iya haka ba tare da taimakon Lare ba.
common_voice_ha_26808365.mp3	Ta yaya kuka biya bashin katin?
common_voice_ha_26808366.mp3	Ban san me yasa ƙafafuna suka kumbura haka ba.
common_voice_ha_26808368.mp3	Kun yi abun takaici wajen kiyaye asirin.
common_voice_ha_26808370.mp3	Lokacin da nake New York, na ziyarci Brooklyn.
common_voice_ha_26808522.mp3	Ya juya ga doguwar matar da ke kusa.
common_voice_ha_26808524.mp3	Mun shiga halin rashin ƙarfi.
common_voice_ha_26808525.mp3	Muna cikin wannan tare kuma muna nan mu taimaki duk yadda za mu iya.
common_voice_ha_26808526.mp3	Sarkin ya amince ya haƙura da buƙatar sabida kudi.
common_voice_ha_26808527.mp3	Wannan mutumin dansandan kare muggan laifuka ne, amma shi ba mai laifi bane.
common_voice_ha_26808590.mp3	Asabetu tana son kiɗan gargajiya yayin da Tijjani ke da farin ƙarfe.
common_voice_ha_26808593.mp3	Ta hanyar shiri na musamman an ba mu damar shiga ginin.
common_voice_ha_26808594.mp3	Ya kamata hanyar da za a bi ta zamo cikin shiri mai kyau.
common_voice_ha_26808597.mp3	Alƙalin ya gaji da jirgin ƙasan mara daɗi.
common_voice_ha_26808598.mp3	Ina fatan za mu sami abokai a Austaralia.
common_voice_ha_26808665.mp3	Karfin iko da zaki ya mallaka ba na doki bane.
common_voice_ha_26808667.mp3	A'a fara danna tara da farko.
common_voice_ha_26808670.mp3	Ban sani ba ko Jalal yasan abinda Amsa ta yi.
common_voice_ha_26808671.mp3	Amsa har yanzu ya rasa Babangida kusan watanni tara bayan mutuwarsa.
common_voice_ha_26808672.mp3	Waɗanda suke yan ta'adda a wajen wasu, mayaƙan ʻyanci ne ga wasu.
common_voice_ha_26808732.mp3	Ya kasa tabbatar da rashin amincin sa, ya tilasta shi barin garin haihuwarsa.
common_voice_ha_26808735.mp3	Mustapha ya ce Khalifat ba zai yi fushi ba.
common_voice_ha_26808736.mp3	Muna fatan za ka shigo cikin aikin da muke.
common_voice_ha_26808737.mp3	Na ga wani abin tashin hankali.
common_voice_ha_26808771.mp3	Babangida zai tafi sansanin da ke idan kin gaya masa kina son zuwa.
common_voice_ha_26808773.mp3	Oliva yana Australiya ziyarar iyayensa.
common_voice_ha_26808774.mp3	Yana da wahala a rasa wani kamar Jami.
common_voice_ha_26808776.mp3	Duk 'yan uwana uku sun girme ni.
common_voice_ha_26808778.mp3	Habibu kana nan?
common_voice_ha_26808826.mp3	Masoyan da suke cikin soyayyar gaskiya bada fatan kawo ƙarshen farin ckin junansu.
common_voice_ha_26808827.mp3	Kina yin magana da turanci?
common_voice_ha_26808829.mp3	Jalal ya mutu makonnin da suka gabata.
common_voice_ha_26808831.mp3	Ba na son kowa a wurin kuma babu wanda ya so ni.
common_voice_ha_26812080.mp3	Ban taɓa kawowa zai iya nacewa sai ya kaini cin abincin dare ba.
common_voice_ha_26812083.mp3	Japan na daga gabacin Asia.
common_voice_ha_26812086.mp3	Habibua zai yi komai sabida Khalifat.
common_voice_ha_26812087.mp3	Ibrahim yana fatan zai sake samun damar yin hakan.
common_voice_ha_26812088.mp3	Kada ka yi ƙoƙarin cewa za ka zama jarumi yanzu.
common_voice_ha_26812139.mp3	Ishakua da Lare suka ce suna bukatar su yi haka da kansu.
common_voice_ha_26812140.mp3	Wasu lokutan ƙaramar nasara kan zamo babba ba tare da ka sani ba.
common_voice_ha_26812141.mp3	Tace bai dame ta ba.
common_voice_ha_26812142.mp3	Ka sha maganin ka.
common_voice_ha_26812143.mp3	Shanu na da girma kuma kahonsu dogaye ne; raguna ƙanana ne kuma ƙahonsu gajeru.
common_voice_ha_26812174.mp3	Za mu iya jiransu anan?
common_voice_ha_26812175.mp3	Aliyu ya kama Zainab ta wuyan rigan shi.
common_voice_ha_26812176.mp3	Amini na ƙwarai yafi ƴan uwa dubu.
common_voice_ha_26812177.mp3	Bana son tsayawa kan layi.
common_voice_ha_26812178.mp3	A mayar da kwaɓin zuwa ƙwallo.
common_voice_ha_26812218.mp3	Mun yi shiru.
common_voice_ha_26812219.mp3	Fusatattun matasan sun kaiwa ginin hari.
common_voice_ha_26812220.mp3	Hassan ya san tarihin Turanci daga farko har ƙarshe.
common_voice_ha_26812223.mp3	Ya ce yana tunanin ina da fara'a.
common_voice_ha_26812258.mp3	Sun cancanci a tuna da su.
common_voice_ha_26812259.mp3	Ibrahima da Maimuna sun ci cakuletin kukis ɗin da Hassan ya yi musu.
common_voice_ha_26812260.mp3	Sinadarin na da haɗari sosai.
common_voice_ha_26812330.mp3	Tijjani na shan maganin rage raɗaɗi.
common_voice_ha_26812331.mp3	Ta kulle kofar.
common_voice_ha_26812332.mp3	Sarkin ya shahara a fadarsa mai matuƙar burgewa.
common_voice_ha_26812333.mp3	Yusuf baya dakinsa.
common_voice_ha_26812398.mp3	Ya kamata na yi yadda ka ce.
common_voice_ha_26812401.mp3	Ya bashi nasarar zuwa duka kwarewa da masana'antu.
common_voice_ha_26812404.mp3	Babangida da Rifkatu ba za su yi wa kansu haka ba.
common_voice_ha_26812405.mp3	Za ki yiwa Musa sandwich?
common_voice_ha_26812408.mp3	Yusuf bai da niyyar halartar bikin Maimuna.
common_voice_ha_26812442.mp3	Na isa nan Litinin da dare.
common_voice_ha_26812446.mp3	idan kana da zazzaɓi da yakai ɗari da biyu ko sama da haka
common_voice_ha_26812450.mp3	A ƙarshen jejin, na haɗu da wani dogon mutum sanye da kayan farauta.
common_voice_ha_26812453.mp3	Kwanan nan babana ya daina shan taba.
common_voice_ha_26812457.mp3	Ba ku da taro?
common_voice_ha_26812504.mp3	Aliko yana aiki anan, kuma.
common_voice_ha_26812505.mp3	Ishaku ya kawo salad.
common_voice_ha_26812506.mp3	Musa ya ɗauki halin daga wajen mahaifinsa.
common_voice_ha_26812507.mp3	A ina aka dauki wadannan hotunan?
common_voice_ha_26812508.mp3	Mutumin dake zaune kusa da Jalal maihaifin shi ne.
common_voice_ha_26812569.mp3	Ba na iya fahimtar malaminmu na physics ba. Baki ɗaya na kam na bata!
common_voice_ha_26812570.mp3	Falmata ta halarci bikin tare da saurayinta.
common_voice_ha_26812572.mp3	Gaskiya ban shirya hakan ya faru ba.
common_voice_ha_26812576.mp3	Ina jin dadin muryarki a kunnuwa na.
common_voice_ha_26812580.mp3	Ƴar uwata na da ʻyartsana da yawa.
common_voice_ha_26812833.mp3	Guji runguma, sumba, musafiha, dunkulallen hannu da hannu, da duk wasu abokan hulɗa.
common_voice_ha_26812837.mp3	Wannan babbar mota na iya daukan tonne ashirin da biyar na simintin ruwa.
common_voice_ha_26812840.mp3	Ba zan daina tunaninsa ba.
common_voice_ha_26812920.mp3	Kada ku ji tsoron karnukan farauta.
common_voice_ha_26812922.mp3	Kana ganin ya zama dole yin hakan?
common_voice_ha_26812923.mp3	Kar ka yi masa magana a haka.
common_voice_ha_26812924.mp3	Babangida kyakkyawa ne.
common_voice_ha_26812925.mp3	Caleb ya gano baki ɗaya.
common_voice_ha_26836641.mp3	Bayanan Aliyu sun gamsar.
common_voice_ha_26836642.mp3	Aliko ya ce yana son ramuwa.
common_voice_ha_26836644.mp3	Karen ya zauna kusa da mutumin.
common_voice_ha_26836646.mp3	Yawan hayaƙin da ke fitowa daga shisha abin ba daɗin ji.
common_voice_ha_26836648.mp3	Baka sha ruwan can ba, ko?
common_voice_ha_26836900.mp3	Za ka iya daukar duk littafin da ka ke so.
common_voice_ha_26836902.mp3	Kada ku yi yunƙurin cewa za ku iya rufe sararin samaniya da tafin hannu.
common_voice_ha_26836903.mp3	Bari in gabatar da kaina.
common_voice_ha_26836904.mp3	Ken shugaba ne.
common_voice_ha_26836905.mp3	Sabida tsahon lokacin da muka ɗauka tare, mun yanke shawarar sayar da sashin.
common_voice_ha_26837013.mp3	Ina jin tsoron ba zan iya yi miki hakan ba.
common_voice_ha_26837015.mp3	Sun ce an ci amanarsu.
common_voice_ha_26837016.mp3	Na ga sanda motar ta yi bindiga.
common_voice_ha_26837019.mp3	Ibrahim da Linda sun komo gida.
common_voice_ha_26837020.mp3	rajista mai mahimmanci ta amfani da hanyar yanar gizo ko takarda
common_voice_ha_26837105.mp3	Ka hure gaba ɗaya kyandiran saman kek ɗin lokaci guda.
common_voice_ha_26837107.mp3	Ƙwararren likitan abin a yabawa ne.
common_voice_ha_26837108.mp3	Ina tunanin mafi muhimmanci shi ne na fito na fadawa jack da kaina.
common_voice_ha_26837110.mp3	Talauci abune mai zafi, amma ba rashin kunya ba.
common_voice_ha_26837158.mp3	Jalal da Jummai sun ce sun san ba mamaki su bukaci yin hakan.
common_voice_ha_26837160.mp3	An karawa Musa girma zuwa manaja.
common_voice_ha_26837164.mp3	Ka yi ma Jalal gargadi kar ya yi hakan, ko?
common_voice_ha_26837165.mp3	Ishaku bai yi tunanin Hamsatu zai damu ba.
common_voice_ha_26837168.mp3	Ina yin ladabi ne kawai.
common_voice_ha_26837191.mp3	Ta rike lema.
common_voice_ha_26837192.mp3	Ba zan iya barin shi ba.
common_voice_ha_26837193.mp3	Kamar Ibrahim ne kadai ya san abinda zai yi.
common_voice_ha_26837194.mp3	Ina tsammani Ibrahim zai kula da kansa.
common_voice_ha_26837195.mp3	Iran sun ware kudi tiriliyan biyar don yakar wannan cuta.
common_voice_ha_26837237.mp3	Da Aliko ya kasance ƙwararren ɗan wasan baseball.
common_voice_ha_26837238.mp3	Ya isa gida jim kaɗan kafin ƙarfe biyar.
common_voice_ha_26837239.mp3	Wannan tsohon ɗan wasan kwaikwayon yara daga baya ya zama mai shan kwaya.
common_voice_ha_26837241.mp3	Mai ya sa bai je Jamus ba?
common_voice_ha_26837242.mp3	Na tabbatar, akwai hanyar da za mu gyara wannan.
common_voice_ha_26837299.mp3	Kwana bakwai daga baya an sake bin jerin hanyoyin CoV.
common_voice_ha_26837300.mp3	ʻYarlukutar yarinyar ta cika shan alawa mai sukari da yawa.
common_voice_ha_26837301.mp3	Kafin aiki aseptic, dakuma
common_voice_ha_26837302.mp3	Ka saamu jin jarabawan makaranta.
common_voice_ha_26837303.mp3	Bushewa da tawul mai kyaw kokuma a shanya a iska a barshi ya bushe.
common_voice_ha_26837319.mp3	Ta ce tana da bukatar yin wanka.
common_voice_ha_26837320.mp3	Musa ya gama na biyu zuwa na ƙarshe.
common_voice_ha_26837321.mp3	Nasan Aliko dole yayi hakan kuma.
common_voice_ha_26837322.mp3	Ka yi rijstar yin zaɓe?
common_voice_ha_26837323.mp3	Da kyar na kaucewa wata babbar mota.
common_voice_ha_26837340.mp3	Aliyu ya ji hayaniyar.
common_voice_ha_26837341.mp3	Kowa a ƙauyen na kiranta da kyakkyawa.
common_voice_ha_26837342.mp3	Ya bani tsoro ni kada in gan ka akan zanar gizo duk ranar.
common_voice_ha_26837343.mp3	Ba su ɗauki ko wane bangare na juyin juya halin zamantakewa ba.
common_voice_ha_26837345.mp3	Dabarun Hassan ne suka sa aka samu nasara.
common_voice_ha_26837370.mp3	Baza ka iya amfani da nasa ba.
common_voice_ha_26837371.mp3	Kada ka bari su san haka.
common_voice_ha_26837372.mp3	Bari mu daina fatin.
common_voice_ha_26837373.mp3	Wannan tsibirin ya nunka Manhattan girma sau shida.
common_voice_ha_26837374.mp3	Daidaitawa ga aikin mu da tsarin aiki
common_voice_ha_26837380.mp3	"Yan sanda sun zo da bindigogi, a lokacin da nike magana da mai wayan.
common_voice_ha_26837381.mp3	Yana da: yana cikin zuciyar mutanen China.
common_voice_ha_26837382.mp3	Wani abu ya same shi?
common_voice_ha_26837383.mp3	An kafa wannan dokar domin kare lafiyar daukacin yan California.
common_voice_ha_26837384.mp3	Wanne ne ya fi?
common_voice_ha_26837396.mp3	Malamar cocin ta yi addu'a.
common_voice_ha_26837399.mp3	Babangida na son caca.
common_voice_ha_26837400.mp3	Amsa ba ta iya ɓoye fushinta.
common_voice_ha_26837402.mp3	Musa ya ce zai taimakawa Zainab ta yi haka.
common_voice_ha_26837409.mp3	Wane irin kasuwanci ka ke yi anan? tambayi yaron.
common_voice_ha_26837410.mp3	Muna zaune kusa da babban ɗakin karatu.
common_voice_ha_26837411.mp3	Yana son yin nazarin kiɗa.
common_voice_ha_26837412.mp3	Yusuf zai buƙaci ɗaya daga waɗannan.
common_voice_ha_26837413.mp3	Ba ka son karen Yusuf.
common_voice_ha_26837444.mp3	Kun yi sa'a ba ku fashe ba.
common_voice_ha_26837445.mp3	Za ka turo min wasu sunaye da lambobin kiran na gaggawa don kai?
common_voice_ha_26837446.mp3	Ishaku ya gina babban wajen kasuwanci a United Stated.
common_voice_ha_26837447.mp3	Ban taɓa aboki mai kirki kamar Tijjani ba.
common_voice_ha_26837448.mp3	Asalin zoonotic na coronaviruses na mutum
common_voice_ha_26837480.mp3	Iskar tana kaɗawa sosai.
common_voice_ha_26837481.mp3	Wajen cin abincin ba hayaniya.
common_voice_ha_26837482.mp3	Ina mamakin me Yusuf ya ba Zulai.
common_voice_ha_26837483.mp3	An tura Habibu cikin manyan jami'an tsaro a Florida.
common_voice_ha_26837484.mp3	Kina yin baccin rana?
common_voice_ha_26837505.mp3	Ishaku ya umarci masu gadi su rufe kofofin fita na wurin.
common_voice_ha_26837508.mp3	Da yawa daga cikin sojojin sun sumbaci mazansu na yin ban kwana.
common_voice_ha_26837511.mp3	Ta nuna mini wurare.
common_voice_ha_26837514.mp3	Lokacin bazara ya yi.
common_voice_ha_26837517.mp3	Ya kamata mukai idan babu matsi sosai akan hanya.
common_voice_ha_26837565.mp3	Ka ganshi a tasha yau da safe?
common_voice_ha_26837567.mp3	Mun san labarin almara na Hassan Hood.
common_voice_ha_26837568.mp3	Soyayyar yanar gizo ka iya zama hatsari.
common_voice_ha_26837570.mp3	A tsakanin wata daya, yawan cututtukan coronavirus a Hubei sannu a hankali ya ƙaru.
common_voice_ha_26837571.mp3	A nuna fim ɗin A cult classic spaghetti western a sinima
common_voice_ha_26837933.mp3	Amintaccen aboki tamkar rai guda ne a jikin mutane biyu.
common_voice_ha_26837935.mp3	Shin Mustapha ba abin mamaki bane?
common_voice_ha_26837936.mp3	Karshenta Bitrus na da wani abunda zai yi da shi.
common_voice_ha_26837939.mp3	Ya ce ya san yadda ake yin hakan.
common_voice_ha_26837940.mp3	Ina mamaki ko Abdullahi yana cikin nishaɗi.
common_voice_ha_26837975.mp3	Za mu je ciniki ranar Litinin.
common_voice_ha_26837976.mp3	Gobarar ta fara ne daga ɗan tartsatsin wuta.
common_voice_ha_26837977.mp3	Ina fatan Jami ba ya jin bacci.
common_voice_ha_26837978.mp3	Ina son zan ɗan yi baccin awa ɗaya.
common_voice_ha_26837979.mp3	Musa ya ga wani abu wanda ya bambanta da sauran mu.
common_voice_ha_26838059.mp3	Bayanai na asibitin mu za a haɗa su da ilimin barology.
common_voice_ha_26838062.mp3	Jirgin ruwan, da hazo ya lullube, zai tafi da asuba.
common_voice_ha_26838065.mp3	Yara mata ƙanana gabaɗaya suna son ʻyar tsana.
common_voice_ha_26838068.mp3	Ibrahim ba ya kulawa da Hamsatu yadda ya kamata.
common_voice_ha_26838120.mp3	Akwai iyaka tsakanin Amurka da Meziko.
common_voice_ha_26838122.mp3	Manyan jaruman biyu na da haƙuri da kuma lokaci.
common_voice_ha_26838123.mp3	Akwai sanyi sosai, saboda haka za mu zauna a gida.
common_voice_ha_26838125.mp3	An yi wasan kwaikwayon tare da tafi.
common_voice_ha_26838127.mp3	Ba za mu iya yin wannan ba tare da taimakon ku.
common_voice_ha_26838170.mp3	Mun dauki wani bangare na Red Cross.
common_voice_ha_26838171.mp3	Ya kamata Abdullahi ya nemi afuwa.
common_voice_ha_26838173.mp3	Mustapha na son ya koyi tuƙin mota.
common_voice_ha_26838176.mp3	Ina jin yaren Girka, amma bana iya mayarwa.
common_voice_ha_26838261.mp3	Duka tsarin hadahadar kuɗin zai rushe nan bada jimawa ba?
common_voice_ha_26838264.mp3	Amsa ba ta jin magana, ko ba haka ba?
common_voice_ha_26838265.mp3	Wadancan kwamfutocin? Sun kasance kudi saukar da magudana.
common_voice_ha_26838266.mp3	Na fara tsufa kuma ba na son ina yin aiki da dare.
common_voice_ha_26838338.mp3	Akwai balan-balan ɗin dake tallan shagon wadda ke kaɗawa a saman sa.
common_voice_ha_26838340.mp3	Wannan shine inda ya faru.
common_voice_ha_26838343.mp3	Na yadda cewa bani da isashen lokacin yin abin da ake buƙata in yi.
common_voice_ha_26838347.mp3	Ba wani abin da na taɓa cin nasara a rayuwata.
common_voice_ha_26838404.mp3	Ina tsammanin Babangidaa yayi wani ba dai-dai ba.
common_voice_ha_26838405.mp3	Babban nauyi ne.
common_voice_ha_26838407.mp3	Haɗari ne hawa dutse lokacin guguwa.
common_voice_ha_26838410.mp3	Lauyoyin sun ja hankali iyayen da su ƙara ɗaukar matakin shari'a.
common_voice_ha_26838411.mp3	Kin zauna a wajen da bai kamata ba.
common_voice_ha_26838459.mp3	Na tsani tambayoyi.
common_voice_ha_26838462.mp3	Kamar dai ba ku san abin da za ku yi ba.
common_voice_ha_26838463.mp3	Aliyu ya gaji da karatu yana son fita waje ya yi wasa.
common_voice_ha_26838464.mp3	Ibrahim ya ce ya yi tsammanin Hamsatu idonta biyu.
common_voice_ha_26838465.mp3	Er? Me ya kawo ni ɗakin nan yi?
common_voice_ha_26838487.mp3	Yanzu kuma ya kamata ka tafi.
common_voice_ha_26838488.mp3	Ina son Bitrus ya taimakawa Aisha.
common_voice_ha_26838489.mp3	Shin suna gunagunin rashin lafiya irin wannan alamu?
common_voice_ha_26838490.mp3	Ishaku yana da babban tarin wukake.
common_voice_ha_26838491.mp3	Baki ɗaya farin cikin da take ciki ya koma baƙin ciki.
common_voice_ha_26838533.mp3	Na riga na san abin da Jami ya yi.
common_voice_ha_26838534.mp3	Wannan shi ne hari mafi muni da na taɓa gani.
common_voice_ha_26838536.mp3	Wannan abin ƙyama ne!
common_voice_ha_26838538.mp3	Yan mata, don me zaki ɗaga mini murya?
common_voice_ha_26838541.mp3	yanzu malama daga sauraron maganganun ku kamar yana da ɗayan ƙwayoyin cutar mura
common_voice_ha_26838612.mp3	Ya sadaukar da kansa kan nazarin adabin Ingilishi.
common_voice_ha_26838614.mp3	Kada ka zuba ruwan zafi cikin kofin gilashi ko kuma ya fashe.
common_voice_ha_26838615.mp3	Ban taɓa koyon yadda ake iyo ba.
common_voice_ha_26838616.mp3	Wannan daya shine karamin mataki ga mutum, tsalle tsayi ga 'yan Babangida.
common_voice_ha_26838660.mp3	Babu wanda ya taɓa faɗa min haka a da.
common_voice_ha_26838661.mp3	Ba na tunanin Aliyu ya tabbatar da abun da Jummai take so ta yi.
common_voice_ha_26838663.mp3	"""Ba damuwan ciwo ba ne"" za a gabatar da shi a matsayin ""Warewa""."
common_voice_ha_26838664.mp3	Na kasa fahimtar mecece matsalar.
common_voice_ha_26838665.mp3	Abdullahi yayi atisaye sosai.
common_voice_ha_26838687.mp3	Shin baza ka iya kara hakuri ba?
common_voice_ha_26838688.mp3	Na ƙarshen su ne shawarwarin Tina.
common_voice_ha_26838689.mp3	Kamar zan yi ƙiba sabida iskar da na shaƙa.
common_voice_ha_26838690.mp3	Idan amsar eh ce to kana kusa
common_voice_ha_26838691.mp3	Ko yau ta saamu sauki?
common_voice_ha_26838734.mp3	Babangida ya ce yana jin daɗin abinda yake yi.
common_voice_ha_26838737.mp3	Tsaunin ya shahara a tsohon tarihi da labarai.
common_voice_ha_26838738.mp3	Na san bani da isassun kudade.
common_voice_ha_26838739.mp3	Murmurewarsa ba wani abu bane mu'ujiza.
common_voice_ha_26838742.mp3	Da alama Habibu na da kirki.
common_voice_ha_26838794.mp3	Haduwarmu na aji ta dawo da tsohuwar tunatarrwa lokacin da muke ɗalibai.
common_voice_ha_26838796.mp3	Kuɗi ba wata matsala bane.
common_voice_ha_26838798.mp3	Aisha tana barci da safa a kunne.
common_voice_ha_26838803.mp3	Ya kamata iyaye su dinga kula da ɗabi'un ƴaƴansu.
common_voice_ha_26838832.mp3	Ba wani abin burgewa. Wani ɗan ɓangarene a wannan wasan.
common_voice_ha_26838834.mp3	Aliyu ya ji tsawa.
common_voice_ha_26838835.mp3	Duk mun fi dacewa.
common_voice_ha_26838836.mp3	Matsalar da shahararru ke fuskanta don zaman su taurari shine rashin sirri.
common_voice_ha_26838837.mp3	Muryarka ta sanya kunnuwa na zubar da jini!
common_voice_ha_26838859.mp3	tsari da dama dan gano wanda aka yi alaka dasu aka bijiro.
common_voice_ha_26838861.mp3	Ishaku ya faɗa min cewar yana shirin barin matar sa.
common_voice_ha_26838862.mp3	Ba wai ban damu bane, kawai dai ban damu yadda kika damu bane.
common_voice_ha_26838864.mp3	Tijjani na son yin abu irin haka.
common_voice_ha_26838866.mp3	Aliyu ta yi wa Khalifat ado da fikafikai kamar na mala'iku.
common_voice_ha_26838939.mp3	Kamar hankalin ka a tashe.
common_voice_ha_26838942.mp3	Kawai Muna son ku san mun damu.
