( KW_317 "Tangu Tim kuhamia Jijini zilipita barua chungu mzima baina yetu kujaribu kuziba ombwe, aliloniachia.")
( KW_318 "Dhima ya kumtunza iliniangukia.")
( KW_319 "Sote Tukaangua kicheko.")
( KW_320 "Shemeji wacha tuingie mkahawa ule tupate chochote, Tim aliashiria mkahawa uliokuwa karibu.")
( KW_321 "Shati lenyewe jeupe pepepe la mikono mirefu wala halina doa wala waa.")
( KW_322 "Vidagaa, vyeupe si vyeupe, manjano si manjano.")
( KW_323 "Chuchu za kiwele cha ng'ombe Hawa samaki wanavuliwa wapi?")
( KW_324 "Hizi ni chips shemeji, vipande tu vya viazi, nilimwuliza.")
( KW_325 "Kwa mara ya kwanza katika maisha yangu niliukazia nadhari mfumo wangu mzima wa umeng'enyaji huo.")
( KW_326 "Moyo wa binAdamuu, ni changamano zaidi ya unavyofikiria.")
( KW_327 "Tim alichangamka ghafla, na kunipa mkono wa tahania, nusura kuziangusha soda, Ahaa!")
( KW_328 "Mbona nasahau, zetu.")
( KW_329 "Sawa.")
( KW_330 "Basi wacha nilipe bili kisha twende zetu nyumbani.")
( KW_331 "Ng'ambo ya barabara wanawake waliokuwa nusu uchi, walijibanza.")
( KW_332 "Likasimama huku breki, zikikwaruzana, na kugombana na vyuma, Shauri Moyo gari la mwisho!")
( KW_333 "mpiga debe aliyening'inia nje ya gari alihimiza.")
( KW_334 "Dubwana hilo liloitwa gari lilitufikisha kwa Tim, Mtaa wa Shauri Moyo, viungani mwa Jiji.")
( KW_335 "Tim alinitaka niendelee kulala, aende kazini kuomba ruhusa, anikaguze Jiji.")
( KW_336 "Neno lako ni taa ya miguu yangu!")
( KW_337 "Ngamia wa jangwani akipata maji hunywa mengi kupindukia.")
( KW_338 "Mandhari yaleyale ya malango ya vyuma, mabawabu vyuma, majibwa vyuma, nyua za mlimbolimbo.")
( KW_339 "Nani?")
( KW_340 "Ala!")
( KW_341 "Nivue viatu nisivue.")
( KW_342 "Yule binti, aliukomolewa, mlango na kwenda kujipweteka pwata katika kochi.")
( KW_343 "Runinga inaonyesha picha za rangi, pengine ndiyo maana wametekwa kiasi hiki.")
( KW_344 "Kakaa nyuma ya gari upande wa kushoto.")
( KW_345 "Eti Mkanju?")
( KW_346 "Huenda Tim aling'amua hilo.")
( KW_347 "Tulipofika Mtaa wa Shauri moyo, Tim alifungua mlango wa kijumba chake Akabonyeza swichi, mwangaza ukakifurusha kiza ghafla bin vuu.")
( KW_348 "Nimekuonesha ofisi Zile tatu zinazonihusu, nyingi.")
( KW_349 "nilimfanyia stihizai.")
( KW_350 "Koti lake na tai vilikuwa na makunyanzi ungedhani havijui dobi iko wapi tangu siku za Nuhu.")
( KW_351 "Nyumba nyingi kuteketezwa, baada ya vita vya kikabila kufumuka baina ya Wakorosho na Wakanju Wilayani Korosho.")
( KW_352 "Siiamini, imejaa propaganda tupu.")
( KW_353 "Tim aliniashiria ninyamaze.")
( KW_354 "SURA YA NNE.")
( KW_355 "Uchu yakhe!")
( KW_356 "Bustani hakukaliki tena.")
( KW_357 "Uzuri wa wasichana wengine wa Jiji umepindukia, nikawazia.")
( KW_358 "Fuata barabara hiyo tu, usibete tu, Shauri Moyo si mbali sana na hapa.")
( KW_359 "Gazeti sikupata, Kila nilipoenda nilikuta polisi wamesomba magazeti.")
( KW_360 "Badala yake Tim alikuchukulia kupotea kwa platifomu zake kama jambo dogo.")
( KW_361 "Niliutazama uso wa Pam, nikaona umepiga matuta na macho kamtumbulia mchumba Si kwamba namtuhumu Kasisi John, wake.")
( KW_362 "Nyimbo zangu pengine haziwafai, nilitoa udhuru kwa kuchelea kuwakera kwa kucheza nyimbo zinazohitilafiana na imani yao.")
( KW_363 "Gitaa likasalimu amri likanipa mdundo muafaka.")
( KW_364 "Yako ni yangu Shida kukusibu, unipa machungu Ila mahabubu, yote ni ya Mungu.")
( KW_365 "Je, nimeibua hisia za kero, adha na usumbufu, au nimewapa ureda, uhondo nimewapa, raha na changamsho.")
( KW_366 "kwetu.")
( KW_367 "Ama Akida utaenda peke yako?")
( KW_368 "Aliyeumwa na nyoka akiona ung'ong'o nikajibu.")
( KW_369 "ilimtoka methali Tim, ikatuchekesha tena.")
( KW_370 "Purukushani tele.")
( KW_371 "Shida yako nini?")
( KW_372 "Tena wasema umenisahau?")
( KW_373 "sekretari alijibu swali kwa maswali, katutazama kwa mara ya kwanza.")
( KW_374 "Aachaye kweli huirudia.")
( KW_375 "Afadhali kuwa jirani wa mbuga kuliko kuwa jirani wa mwenye mdomo mrefu.")
( KW_376 "Ajidhanie kasimama, aangalie asianguke.")
( KW_377 "Apandaye haba, huvuna haba.")
( KW_378 "Avumaye baharini papa kumbe wengi wapo.")
( KW_379 "Bendera hufuata upepo.")
( KW_380 "Chombo cha kuzama hakina usukani.")
( KW_381 "Chovya chovya yamaliza buyu la asali.")
( KW_382 "Damu nzito kuliko maji.")
( KW_383 "Hiari ya shinda utumwa.")
( KW_384 "Jembe na mundu ni baba na mama.")
( KW_385 "Kenda karibu na kumi.")
( KW_386 "Kinyozi hajinyoi.")
( KW_387 "Kwenda mbio siyo kufika.")
( KW_388 "Maji yakija hupwa.")
( KW_389 "Mdharau biu, hubiuka yeye.")
( KW_390 "Meno ya mbwa hayaumani.")
( KW_391 "Mkono mtupu haulambwi.")
( KW_392 "Mpiga ngumi ukuta huumiza mkonowe.")
( KW_393 "Msema pweke hakosi.")
( KW_394 "Mcha Mungu si mtovu.")
( KW_395 "Mwana simba ni simba.")
( KW_396 "Mwenye tumbo ni tumbole, angafunga mkaja.")
( KW_397 "Mwibaji ni mtwana, mlifi ni mwungwana.")
( KW_398 "Mwizi hushikwa na mwizi mwenziwe.")
( KW_399 "Mwomba chumvi huombea chunguche.")
( KW_400 "Mwosha huoshwa.")
( KW_401 "Ndege mwigo hana mazowea.")
( KW_402 "Ngoma ivumayo haikawii kupasuka.")
( KW_403 "Pofu hasahau mkongoja wake.")
( KW_404 "Pwagu na pwaguzi.")
( KW_405 "Radhi ni bora kuliko mali.")
( KW_406 "Shika!")
( KW_407 "Shoka lisilo mpini halichanji kuni.")
( KW_408 "Taratibu ndiyo mwendo.")
( KW_409 "Tonga si tuwi.")
( KW_410 "Ubishi ni chanzo cha kuteta.")
( KW_411 "Uchungu wa mwana, aujua mzazi.")
( KW_412 "Umejigeuza pweza, unajipalia makaa?")
( KW_413 "Ungalijua alacho nyuki, usingalionja asali.")
( KW_414 "Usisahau ubaharia kwa sababu ya unahodha.")
( KW_sil_001 "" )
( B_10 ""  )
( B_20 ""  )
( B_30 ""  )
( B_40 ""  )
( B_50 ""  )
( B_100 "" )
( B_150 "" )
( B_200 "" )
( B_250 "" )
( B_300 "" )
( B_400 "" )
